Course,INST,COUNTRY,ABR,Annual Tuition Fees Increase Rate_x,Duration (Years),Annual Fees 2016,Additional Fees 2016,Annual Fees TOTAL,TOTAL course Fee,ADJ Annual FEE (UTAS equiv),Living Expenses 2016,Annual Tuition Fees Increase Rate_y
MBA,Flinders University,AUST,Flinders (3y),0.039935188247999,1.5,27800.0,290.0,28090.0,42135.0,28090.0,21387.0,0.039935188247999
MBA,Griffith University,AUST,Griffith (3y),0.045108138355787766,1.5,34572.0,290.0,34862.0,52293.0,34862.0,15670.293834920638,0.045108138355787766
MBA,James Cook University,AUST,JCU (3y),0.04,2,24000.0,290.0,24290.0,48580.0,32386.666666666668,21050.0,0.04
MBA,La Trobe University,AUST,LaTrobe (3y),0.07,1.5,33510.0,0.0,33510.0,50265.0,33510.0,19833.579187777774,0.07
MBA,Macquarie University,AUST,Macquarie (3y),0.04719152102690845,2,38000.0,0.0,38000.0,76000.0,50666.666666666664,29905.72131666667,0.04719152102690845
MBA,Monash University,AUST,Monash (3y),0.06,2,32700.0,0.0,32700.0,65400.0,43600.0,20906.563755,0.06
MBA,Murdoch University,AUST,Murdoch (3y),0.07224077146886601,3,30960.0,290.0,31250.0,93750.0,62500.0,20506.015945721923,0.07224077146886601
MBA,Queensland University of Technology,AUST,QUT (3y),0.04449129948846759,1.5,42200.0,0.0,42200.0,63300.0,42200.0,20687.632534848486,0.04449129948846759
MBA,RMIT University,AUST,RMIT (3y),0.075,2,36480.0,290.0,36770.0,73540.0,49026.666666666664,19201.552644848485,0.075
MBA,Southern Cross University,AUST,SCU (3y),0.057185903070188664,2,22480.0,290.0,22770.0,45540.0,30360.0,16222.0,0.057185903070188664
MBA,Swinburne University,AUST,Swinburne (3y),0.03778922551014916,1.5,26130.0,0.0,26130.0,39195.0,26130.0,22824.136326666667,0.03778922551014916
MBA,University of Adelaide,AUST,Adelaide (-y),0.05,1.5,38500.0,290.0,38790.0,58185.0,38790.0,25444.0,0.05
MBA,University of Canberra,AUST,Canberra (3y),0.0,1.5,,,,,,20601.0,0.0
MBA,University of Melbourne,AUST,Melbourne (3y),0.044192915905970936,1,38656.0,0.0,38656.0,38656.0,25770.666666666668,33257.0,0.044192915905970936
MBA,University of New England,AUST,UNE (3y),0.03692208807148916,-,,,,,,15493.894751666665,0.03692208807148916
MBA,University of New South Wales,AUST,UNSW (-y),0.0,1.5,38880.0,0.0,38880.0,58320.0,38880.0,27245.50515,0.0
MBA,University of Newcastle,AUST,UoN (3y),0.0708898574517105,2,31280.0,290.0,31570.0,63140.0,42093.333333333336,20417.25205692964,0.0708898574517105
MBA,University of Notre Dame Australia,AUST,UND (-y),0.08626010341471267,-,,,,,,22389.118590000002,0.08626010341471267
MBA,University of Queensland,AUST,UQ (3y),0.04,1,66144.0,290.0,66434.0,66434.0,44289.333333333336,25701.082916871364,0.04
MBA,University of South Australia,AUST,UniSA (3y),0.056379594799323564,1.5,33000.0,290.0,33290.0,49935.0,33290.0,21516.706579999995,0.056379594799323564
MBA,University of Southern Queensland,AUST,USQ (3y),0.04235480204234699,1.5,22160.0,290.0,22450.0,33675.0,22450.0,19504.335161948053,0.04235480204234699
MBA,University of Sydney,AUST,Sydney (-y),0.04635691942991554,-,,,,,,27790.11099047619,0.04635691942991554
MBA,University of Tasmania,AUST,Tasmania (3y),0.09915794544266436,1.5,32500.0,0.0,32500.0,48750.0,32500.0,19932.776077777777,0.09915794544266436
MBA,"University of Technology, Sydney",AUST,UTS (3y),0.06,2,30672.0,286.0,30958.0,61916.0,41277.333333333336,24594.471489473683,0.06
MBA,University of Western Australia,AUST,UWA (-y),0.0502504605362023,1.5,68500.0,286.0,68786.0,103179.0,68786.0,24870.00910373016,0.0502504605362023
MBA,University of Western Sydney,AUST,UWS (3y),0.044509661391136025,2,26600.0,290.0,26890.0,53780.0,35853.333333333336,21466.101384027777,0.044509661391136025
MBA,University of Wollongong,AUST,Wollongong (3y),0.049520348442797214,1,38016.0,290.0,38306.0,38306.0,25537.333333333332,19873.990475974024,0.049520348442797214
MBA,University of the Sunshine Coast,AUST,Sunshine (3y),0.04817542562557961,1.5,22800.0,0.0,22800.0,34200.0,22800.0,17561.779276111112,0.04817542562557961
MBA,Victoria University,AUST,VicAus (3y),0.04072096439181601,1.5,25400.0,0.0,25400.0,38100.0,25400.0,22078.81696333334,0.04072096439181601
N. Nursing,Australian Catholic University,AUST,ACU (3y),0.04054787574899714,-,,303.0,,,,26698.70820444444,0.04054787574899714
N. Nursing,Australian National University,AUST,ANU (3y),0.08638321551583646,-,,,,,,24059.0,0.08638321551583646
N. Nursing,Bond University,AUST,Bond (2y),0.029856210847289198,3,22680.0,,,,,29523.44314285714,0.029856210847289198
N. Nursing,CQUniversity,AUST,CQU (3y),0.0,3.5,32900.0,308.0,33208.0,116228.0,38742.666666666664,16430.139890476188,0.0
N. Nursing,Charles Darwin University,AUST,CDU (-y),0.0609440002831495,3,25600.0,233.0,25833.0,77499.0,25833.0,18836.60045909091,0.0609440002831495
N. Nursing,Charles Sturt University,AUST,CSU (3y),0.05538026223178262,3,25140.0,306.0,25446.0,76338.0,25446.0,16770.274796031747,0.05538026223178262
N. Nursing,Curtin University,AUST,Curtin (3y),0.04226948753483391,3,30800.0,0.0,30800.0,92400.0,30800.0,19341.419526284582,0.04226948753483391
N. Nursing,Deakin University,AUST,Deakin (-y),0.07894594660569298,3,26550.0,0.0,26550.0,79650.0,26550.0,20184.03035909091,0.07894594660569298
N. Nursing,Edith Cowan University,AUST,ECU (3y),0.051824866139983106,3,28400.0,0.0,28400.0,85200.0,28400.0,21019.311245454544,0.051824866139983106
N. Nursing,Federation University Australia,AUST,Federation (3y),0.17478804601050718,3,25000.0,303.0,25303.0,75909.0,25303.0,15579.0,0.17478804601050718
N. Nursing,Flinders University,AUST,Flinders (3y),0.039935188247999,3,26574.0,308.0,26882.0,80646.0,26882.0,21387.0,0.039935188247999
N. Nursing,Griffith University,AUST,Griffith (3y),0.045108138355787766,3,26000.0,308.0,26308.0,78924.0,26308.0,15670.293834920638,0.045108138355787766
N. Nursing,James Cook University,AUST,JCU (3y),0.04,3,29070.0,308.0,29378.0,88134.0,29378.0,21050.0,0.04
N. Nursing,La Trobe University,AUST,LaTrobe (3y),0.07,-,,400.0,,,,19833.579187777774,0.07
N. Nursing,Macquarie University,AUST,Macquarie (3y),0.04719152102690845,3,29100.0,,,,,29905.72131666667,0.04719152102690845
N. Nursing,Monash University,AUST,Monash (3y),0.06,3,29040.0,0.0,29040.0,87120.0,29040.0,20906.563755,0.06
N. Nursing,Murdoch University,AUST,Murdoch (3y),0.07224077146886601,3,27200.0,308.0,27508.0,82524.0,27508.0,20506.015945721923,0.07224077146886601
N. Nursing,Queensland University of Technology,AUST,QUT (3y),0.04449129948846759,3,28800.0,0.0,28800.0,86400.0,28800.0,20687.632534848486,0.04449129948846759
N. Nursing,RMIT University,AUST,RMIT (3y),0.075,3,22880.0,308.0,23188.0,69564.0,23188.0,19201.552644848485,0.075
N. Nursing,Southern Cross University,AUST,SCU (3y),0.057185903070188664,-,,308.0,,,,16222.0,0.057185903070188664
N. Nursing,Swinburne University,AUST,Swinburne (3y),0.03778922551014916,3,33500.0,,,,,22824.136326666667,0.03778922551014916
N. Nursing,University of Adelaide,AUST,Adelaide (-y),0.05,3,26600.0,308.0,26908.0,80724.0,26908.0,25444.0,0.05
N. Nursing,University of Canberra,AUST,Canberra (3y),0.0,-,,308.0,,,,20601.0,0.0
N. Nursing,University of Melbourne,AUST,Melbourne (3y),0.044192915905970936,3,20840.0,,,,,33257.0,0.044192915905970936
N. Nursing,University of New England,AUST,UNE (3y),0.03692208807148916,-,,308.0,,,,15493.894751666665,0.03692208807148916
N. Nursing,University of New South Wales,AUST,UNSW (-y),0.0,3,27585.0,,,,,27245.50515,0.0
N. Nursing,University of Newcastle,AUST,UoN (3y),0.0708898574517105,3,29304.0,308.0,29612.0,88836.0,29612.0,20417.25205692964,0.0708898574517105
N. Nursing,University of Notre Dame Australia,AUST,UND (-y),0.08626010341471267,3,28454.0,265.0,28719.0,86157.0,28719.0,22389.118590000002,0.08626010341471267
N. Nursing,University of Queensland,AUST,UQ (3y),0.04,3,27000.0,308.0,27308.0,81924.0,27308.0,25701.082916871364,0.04
N. Nursing,University of South Australia,AUST,UniSA (3y),0.056379594799323564,3,22720.0,308.0,23028.0,69084.0,23028.0,21516.706579999995,0.056379594799323564
N. Nursing,University of Southern Queensland,AUST,USQ (3y),0.04235480204234699,3,32000.0,308.0,32308.0,96924.0,32308.0,19504.335161948053,0.04235480204234699
N. Nursing,University of Sydney,AUST,Sydney (-y),0.04635691942991554,3,26500.0,303.0,26803.0,80409.0,26803.0,27790.11099047619,0.04635691942991554
N. Nursing,University of Tasmania,AUST,Tasmania (3y),0.09915794544266436,3,28320.0,0.0,28320.0,84960.0,28320.0,19932.776077777777,0.09915794544266436
N. Nursing,"University of Technology, Sydney",AUST,UTS (3y),0.06,3,22200.0,303.0,22503.0,67509.0,22503.0,24594.471489473683,0.06
N. Nursing,University of Western Australia,AUST,UWA (-y),0.0502504605362023,3,25480.0,,,,,24870.00910373016,0.0502504605362023
N. Nursing,University of Western Sydney,AUST,UWS (3y),0.044509661391136025,3,26496.0,308.0,26804.0,80412.0,26804.0,21466.101384027777,0.044509661391136025
N. Nursing,University of Wollongong,AUST,Wollongong (3y),0.049520348442797214,3,21600.0,308.0,21908.0,65724.0,21908.0,19873.990475974024,0.049520348442797214
N. Nursing,University of the Sunshine Coast,AUST,Sunshine (3y),0.04817542562557961,-,,0.0,,,,17561.779276111112,0.04817542562557961
N. Nursing,Victoria University,AUST,VicAus (3y),0.04072096439181601,,,308.0,308.0,0.0,0.0,22078.81696333334,0.04072096439181601
